"site_id","year","FFD"
"X071d",1951,32.59668508
"X071d",1952,33.51648352
"X071d",1953,11.60220994
"X071d",1954,24.30939227
"X071d",1955,25.41436464
"X071d",1956,36.81318681
"X071d",1957,38.67403315
"X071d",1958,7.73480663
"X071d",1959,23.20441989
"X071d",1960,31.31868132
"X071d",1961,12.70718232
"X071d",1962,28.17679558
"X071d",1963,14.91712707
"X071d",1964,13.73626374
"X071d",1965,32.59668508
"X071d",1966,22.6519337
"X071d",1967,18.2320442
"X071d",1968,23.07692308
"X071d",1969,40.33149171
"X071d",1970,14.91712707
"X071d",1971,33.14917127
"X071d",1972,40.10989011
"X071d",1973,25.96685083
"X071d",1974,24.30939227
"X071d",1975,26.51933702
"X071d",1976,30.76923077
"X071d",1977,18.2320442
"X071d",1978,32.59668508
"X071d",1979,28.17679558
"X071d",1980,23.07692308
"X071d",1981,12.15469613
"X071d",1982,24.30939227
"X071d",1983,13.8121547
"X071d",1984,19.78021978
"X071d",1985,25.41436464
"X071d",1986,25.96685083
"X071d",1987,8.839779006
"X071d",1988,8.241758242
"X071d",1989,22.6519337
"X071d",1990,17.67955801
"X071d",1991,24.86187845
"X071d",1992,4.945054945
"X071d",1993,27.0718232
"X071d",1994,14.91712707
"X071d",1995,28.17679558
"X071d",1996,35.16483516
"X071d",1997,41.98895028
"X071d",1998,24.30939227
"X071d",1999,25.41436464
"X071d",2000,24.72527473
"X071d",2001,35.91160221
"X071d",2002,33.14917127
"X071d",2003,17.67955801
"X071d",2004,24.17582418
"X071d",2005,25.41436464
"X071d",2006,24.30939227
"X071d",2007,30.38674033
"X071d",2008,36.81318681
"X071d",2009,39.22651934
"X071d",2010,19.33701657
"X071d",2011,32.0441989
"X071d",2012,26.92307692
"X071d",2013,12.15469613
"X071d",2014,20.99447514
"X071d",2015,13.8121547
"X071d",2016,16.48351648
"X071d",2017,35.35911602
"X071d",2018,27.0718232
